CID,STATE,COUNTY,PBUSH,PGORE,PNADER,POTHER,BUSH,GORE,NADER,BUCHANAN,BROWNE,PHILLIPS,WRITEINS,HAGELIN,MCREYNOLDS,HARRIS,DODGE,NOTA,MOOREHEAD,BROWN,VENSON,YOUNGKEIT,LANE
205,California,Del Norte,0.5457,0.3758,0.0585,0.02,4526,3117,485,65,52,36,0,13,0,0,0,0,0,0,0,0,0
206,California,El Dorado,0.5829,0.3635,0.0418,0.0119,42045,26220,3013,337,334,115,0,72,0,0,0,0,0,0,0,0,0
207,California,Fresno,0.5314,0.4305,0.0296,0.0086,117342,95059,6541,1120,440,207,0,126,0,0,0,0,0,0,0,0,0
208,California,Glenn,0.6653,0.2868,0.0308,0.0172,5795,2498,268,96,38,13,0,3,0,0,0,0,0,0,0,0,0
209,California,Humboldt,0.4148,0.444,0.1268,0.0143,23219,24851,7100,329,324,82,0,67,0,0,0,0,0,0,0,0,0
210,California,Imperial,0.4328,0.5353,0.021,0.0109,12524,15489,608,136,78,55,0,47,0,0,0,0,0,0,0,0,0
211,California,Inyo,0.6031,0.3393,0.044,0.0136,4713,2652,344,48,35,18,0,5,0,0,0,0,0,0,0,0,0
212,California,Kern,0.607,0.362,0.0191,0.0119,110663,66003,3474,1194,568,293,0,113,0,0,0,0,0,0,0,0,0
213,California,Kings,0.578,0.3897,0.02,0.0124,16377,11041,567,212,83,44,0,11,0,0,0,0,0,0,0,0,0
214,California,Lake,0.4158,0.5123,0.0605,0.0114,8699,10717,1265,99,95,27,0,17,0,0,0,0,0,0,0,0,0
215,California,Lassen,0.6688,0.2817,0.032,0.0175,7080,2982,339,78,58,36,0,13,0,0,0,0,0,0,0,0,0
216,California,Los Angeles,0.3235,0.6347,0.0311,0.0108,871930,1710505,83731,11526,11122,3744,0,2593,3,0,0,0,0,0,0,0,0
217,California,Madera,0.6074,0.3489,0.0323,0.0114,20283,11650,1080,227,86,52,0,17,0,0,0,0,0,0,0,0,0
218,California,Marin,0.2832,0.6426,0.0673,0.007,34872,79135,8289,186,506,54,0,113,0,0,0,0,0,0,0,0,0
219,California,Mariposa,0.5855,0.3488,0.0469,0.0188,4727,2816,379,64,48,30,0,10,0,0,0,0,0,0,0,0,0
220,California,Mendocino,0.3566,0.4834,0.1468,0.0132,12272,16634,5051,126,235,60,0,32,0,0,0,0,0,0,0,0,0
221,California,Merced,0.5177,0.4508,0.0231,0.0084,26102,22726,1166,248,95,66,0,15,0,0,0,0,0,0,0,0,0
222,California,Modoc,0.7229,0.2301,0.0297,0.0173,2969,945,122,23,30,14,0,4,0,0,0,0,0,0,0,0,0
223,California,Mono,0.5253,0.4091,0.0526,0.013,2296,1788,230,14,35,6,0,2,0,0,0,0,0,0,0,0,0
224,California,Monterey,0.3723,0.5753,0.043,0.0093,43761,67618,5059,340,429,234,0,93,0,0,0,0,0,0,0,0,0
225,California,Napa,0.3989,0.5432,0.0478,0.0101,20633,28097,2471,179,218,87,0,39,0,0,0,0,0,0,0,0,0
226,California,Nevada,0.5476,0.3722,0.0692,0.011,25998,17670,3287,204,208,56,0,56,0,0,0,0,0,0,0,0,0
227,California,Orange,0.5575,0.4036,0.0276,0.0113,541299,391819,26833,4301,4839,950,0,864,0,0,0,0,0,0,0,0,0
228,California,Placer,0.5928,0.3604,0.0378,0.009,69835,42449,4449,454,423,106,0,83,0,0,0,0,0,0,0,0,0
229,California,Plumas,0.6098,0.3325,0.0438,0.0138,6343,3458,456,67,53,18,0,6,0,0,0,0,0,0,0,0,0
230,California,Riverside,0.5142,0.449,0.0259,0.0109,231955,202576,11678,2244,1493,749,0,432,0,0,0,0,0,0,0,0,0
231,California,Sacramento,0.4533,0.4931,0.0409,0.0127,195619,212792,17659,2022,1607,1175,0,674,2,0,0,0,0,0,0,0,0
232,California,San Benito,0.4168,0.5425,0.0318,0.0089,7015,9131,535,41,62,35,0,12,0,0,0,0,0,0,0,0,0
233,California,San Bernardino,0.4875,0.4721,0.0259,0.0145,221757,214749,11775,3027,1722,1347,1,515,0,0,0,0,0,0,0,0,0
234,California,San Diego,0.4963,0.4566,0.0354,0.0117,475736,437666,33979,4185,4423,1481,1,1160,3,0,0,0,0,0,0,0,0
235,California,San Francisco,0.161,0.7554,0.0776,0.0059,51496,241578,24828,468,1043,150,0,208,15,0,0,0,0,0,0,0,0
236,California,San Joaquin,0.489,0.477,0.0251,0.0089,81773,79776,4195,722,400,249,0,124,0,0,0,0,0,0,0,0,0
237,California,San Luis Obispo,0.5222,0.4089,0.0599,0.009,56859,44526,6523,290,478,110,4,96,0,0,0,0,0,0,0,0,0
238,California,San Mateo,0.3095,0.6429,0.0402,0.0074,80296,166757,10433,547,993,177,0,196,0,0,0,0,0,0,0,0,0
239,California,Santa Barbara,0.4613,0.4737,0.0559,0.0091,71493,73411,8664,404,676,120,0,206,0,0,0,0,0,0,0,0,0
240,California,Santa Clara,0.3444,0.6066,0.0348,0.0143,188750,332490,19072,1915,3386,1514,0,1002,0,0,0,0,0,0,0,0,0
241,California,Santa Cruz,0.2734,0.6148,0.1001,0.0116,29627,66618,10844,274,721,128,0,138,0,0,0,0,0,0,0,0,0
242,California,Shasta,0.6504,0.3025,0.032,0.0151,43278,20127,2131,458,292,206,0,52,0,0,0,0,0,0,0,0,0
243,California,Sierra,0.6345,0.2924,0.0466,0.0265,1172,540,86,10,31,7,0,1,0,0,0,0,0,0,0,0,0
244,California,Siskiyou,0.6155,0.319,0.044,0.0215,12198,6323,872,123,202,49,0,51,1,0,0,0,0,0,0,0,0
245,California,Solano,0.3917,0.5702,0.0294,0.0087,51604,75116,3869,471,400,203,0,72,0,0,0,0,0,0,0,0,0
246,California,Sonoma,0.3225,0.5954,0.0727,0.0094,63529,117295,14324,530,926,220,0,182,0,0,0,0,0,0,0,0,0
247,California,Stanislaus,0.5238,0.4401,0.0265,0.0096,67188,56448,3398,569,347,233,0,84,0,0,0,0,0,0,0,0,0
248,California,Sutter,0.6531,0.3168,0.0224,0.0077,17350,8416,594,88,65,35,0,16,0,0,0,0,0,0,0,0,0
249,California,Tehama,0.6363,0.312,0.0334,0.0182,13270,6507,697,204,117,49,0,10,0,0,0,0,0,0,0,0,0
250,California,Trinity,0.5762,0.3333,0.0683,0.0223,3340,1932,396,42,60,21,0,6,0,0,0,0,0,0,0,0,0
251,California,Tulare,0.602,0.3675,0.0204,0.0101,54070,33006,1834,513,220,125,0,50,0,0,0,0,0,0,0,0,0
252,California,Tuolumne,0.5551,0.3944,0.04,0.0104,13172,9359,949,95,93,35,0,24,0,0,0,0,0,0,0,0,0
253,California,Ventura,0.4817,0.4714,0.0362,0.0107,136173,133258,10235,1208,1241,316,0,261,0,0,0,0,0,0,0,0,0
254,California,Yolo,0.3753,0.5493,0.0669,0.0085,23057,33747,4107,218,199,62,0,46,0,0,0,0,0,0,0,0,0
255,California,Yuba,0.61,0.3439,0.0314,0.0146,9838,5546,507,108,71,41,0,16,0,0,0,0,0,0,0,0,0
256,Colorado,Adams,0.441,0.5019,0.0386,0.0185,47561,54132,4165,998,776,62,0,78,26,25,29,0,0,0,0,0,0
257,Colorado,Alamosa,0.5049,0.4338,0.0468,0.0145,2857,2455,265,43,28,1,0,4,2,2,2,0,0,0,0,0,0
258,Colorado,Arapahoe,0.5147,0.4349,0.0366,0.0137,97768,82614,6952,905,1305,130,0,213,24,12,19,0,0,0,0,0,0
259,Colorado,Archuleta,0.628,0.301,0.0557,0.0153,2988,1432,265,30,25,8,0,10,0,0,0,0,0,0,0,0,0
260,Colorado,Baca,0.73,0.2331,0.0206,0.0162,1663,531,47,26,5,2,0,3,1,0,0,0,0,0,0,0,0
261,Colorado,Bent,0.5583,0.3989,0.0224,0.0204,1096,783,44,22,9,1,0,4,1,0,3,0,0,0,0,0,0
262,Colorado,Boulder,0.3644,0.5012,0.1182,0.0163,50873,69983,16498,477,1278,85,0,371,36,13,12,0,0,0,0,0,0
263,Colorado,Chaffee,0.565,0.3637,0.0603,0.0109,4300,2768,459,44,35,2,0,2,0,0,0,0,0,0,0,0,0
264,Colorado,Cheyenne,0.7896,0.1724,0.0182,0.0198,957,209,22,13,7,3,0,0,1,0,0,0,0,0,0,0,0
265,Colorado,Clear Creek,0.4563,0.4444,0.0719,0.0274,2247,2188,354,43,77,1,0,12,2,0,0,0,0,0,0,0,0
266,Colorado,Conejos,0.4827,0.4764,0.0215,0.0193,1772,1749,79,47,10,7,0,6,1,0,0,0,0,0,0,0,0
267,Colorado,Costilla,0.3058,0.6396,0.0431,0.0115,504,1054,71,11,6,0,0,2,0,0,0,0,0,0,0,0,0
268,Colorado,Crowley,0.5917,0.3536,0.0194,0.0353,855,511,28,40,5,3,0,1,1,0,1,0,0,0,0,0,0
269,Colorado,Custer,0.6874,0.2402,0.0474,0.0251,1451,507,100,24,17,10,0,2,0,0,0,0,0,0,0,0,0
270,Colorado,Delta,0.6599,0.2573,0.0672,0.0156,8372,3264,852,83,80,9,0,18,4,2,2,0,0,0,0,0,0
271,Colorado,Denver,0.3087,0.6186,0.0586,0.0141,61224,122693,11624,824,1486,90,0,282,55,40,29,0,0,0,0,0,0
272,Colorado,Dolores,0.6534,0.2584,0.0644,0.0238,741,293,73,8,16,0,0,2,1,0,0,0,0,0,0,0,0
273,Colorado,Douglas,0.6495,0.314,0.0259,0.0106,56007,27076,2230,296,497,28,0,76,7,1,7,0,0,0,0,0,0
274,Colorado,Eagle,0.4718,0.4459,0.0688,0.0136,7165,6772,1045,58,111,12,0,19,4,1,1,0,0,0,0,0,0
275,Colorado,Elbert,0.6861,0.2595,0.0326,0.0219,6151,2326,292,93,75,18,0,7,1,0,2,0,0,0,0,0,0
276,Colorado,El Paso,0.6391,0.3078,0.0354,0.0177,128294,61799,7116,1475,1389,124,0,145,356,43,16,0,0,0,0,0,0
277,Colorado,Fremont,0.6175,0.3297,0.0321,0.0207,9914,5293,516,188,101,24,0,12,1,4,3,0,0,0,0,0,0
278,Colorado,Garfield,0.5322,0.3559,0.094,0.0179,9103,6087,1608,131,121,16,0,33,1,2,2,0,0,0,0,0,0
279,Colorado,Gilpin,0.4081,0.4458,0.112,0.0341,1006,1099,276,22,54,2,0,4,2,0,0,0,0,0,0,0,0
280,Colorado,Grand,0.5619,0.3633,0.0576,0.0172,3570,2308,366,38,51,10,0,7,2,1,0,0,0,0,0,0,0
281,Colorado,Gunnison,0.4323,0.4227,0.1281,0.0169,3128,3059,927,33,66,4,0,16,2,1,0,0,0,0,0,0,0
282,Colorado,Hinsdale,0.5583,0.3322,0.0901,0.0194,316,188,51,5,4,1,0,0,0,1,0,0,0,0,0,0,0
283,Colorado,Huerfano,0.4619,0.471,0.0532,0.0139,1466,1495,169,26,11,4,0,1,2,0,0,0,0,0,0,0,0
284,Colorado,Jackson,0.7373,0.187,0.0432,0.0324,682,173,40,9,14,1,0,4,1,1,0,0,0,0,0,0,0
285,Colorado,Jefferson,0.5102,0.4288,0.0439,0.0172,120138,100970,10336,1377,2070,171,0,350,43,15,21,0,0,0,0,0,0
286,Colorado,Kiowa,0.7521,0.218,0.0134,0.0165,728,211,13,14,1,0,0,1,0,0,0,0,0,0,0,0,0
287,Colorado,Kit Carson,0.7351,0.234,0.0168,0.0142,2542,809,58,36,6,5,0,0,0,2,0,0,0,0,0,0,0
288,Colorado,Lake,0.4018,0.4932,0.0811,0.024,1056,1296,213,38,21,1,0,2,0,0,1,0,0,0,0,0,0
289,Colorado,La Plata,0.4877,0.3838,0.1161,0.0124,9993,7864,2378,65,133,21,0,28,4,3,1,0,0,0,0,0,0
290,Colorado,Larimer,0.5267,0.3885,0.0691,0.0157,62429,46055,8194,581,906,121,0,212,19,9,11,0,0,0,0,0,0
291,Colorado,Las Animas,0.4216,0.5322,0.0327,0.0136,2569,3243,199,51,23,5,0,3,1,0,0,0,0,0,0,0,0
292,Colorado,Lincoln,0.7412,0.2319,0.0123,0.0146,1630,510,27,13,13,4,0,2,0,0,0,0,0,0,0,0,0
293,Colorado,Logan,0.6832,0.2836,0.0173,0.0159,5531,2296,140,77,37,3,0,11,1,0,0,0,0,0,0,0,0
294,Colorado,Mesa,0.6345,0.3029,0.0438,0.0188,32396,15465,2235,277,489,86,0,73,12,9,12,0,0,0,0,0,0
295,Colorado,Mineral,0.6049,0.3457,0.0391,0.0103,294,168,19,2,1,1,0,0,0,0,1,0,0,0,0,0,0
296,Colorado,Moffat,0.7195,0.2292,0.0317,0.0197,3840,1223,169,51,42,5,0,2,2,1,2,0,0,0,0,0,0
297,Colorado,Montezuma,0.6562,0.2724,0.0565,0.0149,6158,2556,530,63,54,15,0,3,3,1,1,0,0,0,0,0,0
298,Colorado,Montrose,0.6518,0.2843,0.0461,0.0177,9266,4041,656,91,116,22,0,17,1,2,3,0,0,0,0,0,0
299,Colorado,Morgan,0.6359,0.3206,0.0234,0.02,5722,2885,211,121,40,10,0,4,1,0,4,0,0,0,0,0,0
300,Colorado,Otero,0.5583,0.4052,0.0189,0.0176,4082,2963,138,98,19,4,0,3,3,2,0,0,0,0,0,0,0
301,Colorado,Ouray,0.5728,0.3157,0.1003,0.0112,1279,705,224,3,18,2,0,0,1,0,1,0,0,0,0,0,0
302,Colorado,Park,0.5517,0.359,0.0606,0.0287,3677,2393,404,56,109,10,0,14,0,1,1,0,0,0,0,0,0
303,Colorado,Phillips,0.709,0.2537,0.0216,0.0157,1576,564,48,17,15,1,0,1,1,0,0,0,0,0,0,0,0
304,Colorado,Pitkin,0.3288,0.5304,0.1299,0.0109,2565,4137,1013,13,61,3,0,7,0,1,0,0,0,0,0,0,0
305,Colorado,Prowers,0.6689,0.3008,0.0175,0.0128,3026,1361,79,42,10,5,0,0,0,1,0,0,0,0,0,0,0
306,Colorado,Pueblo,0.4231,0.5355,0.0282,0.0132,22827,28888,1520,457,155,35,0,37,15,4,8,0,0,0,0,0,0
307,Colorado,Rio Blanco,0.7653,0.1902,0.0298,0.0147,2185,543,85,20,18,2,0,0,1,1,0,0,0,0,0,0,0
308,Colorado,Rio Grande,0.613,0.3364,0.0353,0.0154,3111,1707,179,38,21,8,0,6,3,1,1,0,0,0,0,0,0
309,Colorado,Routt,0.464,0.4366,0.0851,0.0143,4472,4208,820,42,73,6,0,14,1,1,1,0,0,0,0,0,0
310,Colorado,Saguache,0.4263,0.4527,0.1032,0.0178,1078,1145,261,16,12,0,0,14,1,2,0,0,0,0,0,0,0
311,Colorado,San Juan,0.4817,0.3417,0.133,0.0436,210,149,58,8,8,1,0,2,0,0,0,0,0,0,0,0,0
312,Colorado,San Miguel,0.3204,0.4909,0.172,0.0166,1043,1598,560,9,35,3,0,7,0,0,0,0,0,0,0,0,0
313,Colorado,Sedgwick,0.6731,0.2947,0.0192,0.013,877,384,25,11,6,0,0,0,0,0,0,0,0,0,0,0,0
314,Colorado,Summit,0.4063,0.4792,0.1022,0.0123,4497,5304,1131,28,89,2,0,13,2,1,1,0,0,0,0,0,0
315,Colorado,Teller,0.6578,0.2793,0.0436,0.0194,6477,2750,429,82,88,12,0,6,1,1,1,0,0,0,0,0,0
316,Colorado,Washington,0.7681,0.1951,0.0204,0.0164,1878,477,50,25,10,3,0,0,1,1,0,0,0,0,0,0,0
317,Colorado,Weld,0.5796,0.3631,0.0378,0.0195,37409,23436,2438,596,422,91,0,73,61,7,8,0,0,0,0,0,0
318,Colorado,Yuma,0.7242,0.2483,0.0138,0.0138,3156,1082,60,35,19,3,0,1,0,1,1,0,0,0,0,0,0
319,Connecticut,Fairfield,0.4312,0.5233,0.0342,0.0113,159659,193769,12664,931,947,2301,6,11,1,0,0,0,0,0,0,0,0
320,Connecticut,Hartford,0.3468,0.6017,0.0387,0.0128,127468,221167,14214,1154,767,2769,2,12,3,0,0,0,0,0,0,0,0
321,Connecticut,Litchfield,0.4485,0.4787,0.062,0.0108,39172,41806,5413,295,258,393,0,1,0,0,0,0,0,0,0,0,0
322,Connecticut,Middlesex,0.3783,0.5594,0.0522,0.0101,29295,43319,4039,243,226,308,0,3,0,0,0,0,0,0,0,0,0
323,Connecticut,New Haven,0.3604,0.5803,0.0456,0.0137,122919,197928,15567,1208,702,2767,2,6,0,0,0,0,0,0,0,0,0
324,Connecticut,New London,0.3772,0.5538,0.057,0.012,41168,60449,6218,460,292,553,0,7,0,0,0,0,0,0,0,0,0
325,Connecticut,Tolland,0.394,0.5352,0.0592,0.0116,24705,33554,3711,250,150,330,0,0,0,0,0,0,0,0,0,0,0
326,Connecticut,Windham,0.38,0.5464,0.0597,0.0138,16708,24023,2626,190,142,274,0,0,0,0,0,0,0,0,0,0,0
327,Delaware,Kent,0.4991,0.4724,0.0224,0.0061,24081,22790,1082,141,92,45,0,16,0,0,0,0,0,0,0,0,0
328,Delaware,New Castle,0.369,0.5988,0.0271,0.0052,78587,127539,5767,345,590,98,0,69,0,0,0,0,0,0,0,0,0
329,Delaware,Sussex,0.5223,0.4486,0.022,0.0071,34620,29739,1458,291,92,65,0,22,0,0,0,0,0,0,0,0,0
330,District of Columbia,District of Columbia,0.0895,0.8516,0.0524,0.0065,18073,171923,10576,0,669,0,539,0,0,114,0,0,0,0,0,0,0
331,Florida,Alachua,0.398,0.5525,0.0376,0.0118,34135,47380,3228,263,658,20,0,42,4,6,0,21,0,0,0,0,0
332,Florida,Baker,0.688,0.2933,0.0065,0.0121,5611,2392,53,73,17,3,0,3,0,0,0,3,0,0,0,0,0
333,Florida,Bay,0.657,0.3206,0.0141,0.0083,38682,18873,830,248,172,18,0,18,3,5,0,27,0,0,0,0,0
334,Florida,Bradford,0.6243,0.3545,0.0097,0.0115,5416,3075,84,65,28,2,0,2,0,0,0,3,0,0,0,0,0
335,Florida,Brevard,0.5275,0.4455,0.0205,0.0065,115253,97341,4471,571,643,72,0,39,11,11,0,76,0,0,0,0,0
336,Florida,Broward,0.3093,0.6741,0.0124,0.0042,177939,387760,7105,795,1217,74,0,136,37,54,0,122,0,0,0,0,0
337,Florida,Calhoun,0.5552,0.4166,0.0075,0.0207,2873,2156,39,90,10,2,0,1,1,0,0,3,0,0,0,0,0
338,Florida,Charlotte,0.5296,0.4431,0.0219,0.0054,35428,29646,1462,182,128,18,0,15,3,6,0,12,0,0,0,0,0
339,Florida,Citrus,0.5206,0.446,0.0242,0.0093,29801,25531,1383,270,194,18,2,16,0,5,0,28,0,0,0,0,0
340,Florida,Clay,0.728,0.2548,0.0098,0.0073,41903,14668,565,186,204,6,0,14,3,1,0,9,0,0,0,0,0
341,Florida,Collier,0.6558,0.3247,0.0152,0.0042,60467,29939,1405,122,185,10,0,34,4,7,0,29,0,0,0,0,0
342,Florida,Columbia,0.5924,0.3807,0.0139,0.0129,10968,7049,258,89,127,8,0,7,2,1,0,5,0,0,0,0,0
343,Florida,Dade,0.4629,0.5257,0.0086,0.0028,289574,328867,5355,560,762,69,0,119,35,87,0,124,0,0,0,0,0
344,Florida,Desoto,0.5448,0.4251,0.0201,0.01,4256,3321,157,36,23,8,6,0,3,0,0,2,0,0,0,0,0
345,Florida,Dixie,0.5779,0.3915,0.0161,0.0146,2697,1827,75,29,32,3,0,2,0,0,0,2,0,0,0,0,0
346,Florida,Duval,0.5749,0.4074,0.0104,0.0072,152460,108039,2762,653,954,58,0,162,15,37,0,41,0,0,0,0,0
347,Florida,Escambia,0.6262,0.3508,0.0148,0.0082,73171,40990,1733,502,297,110,0,24,3,6,0,20,0,0,0,0,0
348,Florida,Flagler,0.4653,0.5125,0.016,0.0061,12618,13897,435,83,60,3,0,4,3,1,0,12,0,0,0,0,0
349,Florida,Franklin,0.5283,0.4407,0.0183,0.0127,2454,2047,85,33,17,3,0,3,0,1,0,2,0,0,0,0,0
350,Florida,Gadsden,0.3238,0.6609,0.0094,0.0058,4770,9736,139,38,24,7,0,4,4,3,0,6,0,0,0,0,0
351,Florida,Gilchrist,0.6117,0.354,0.018,0.0163,3300,1910,97,29,52,2,0,1,0,0,0,4,0,0,0,0,0
352,Florida,Glades,0.5471,0.4285,0.0166,0.0077,1841,1442,56,9,12,0,0,3,1,0,0,1,0,0,0,0,0
353,Florida,Gulf,0.5779,0.39,0.014,0.0181,3553,2398,86,71,21,2,0,4,2,2,0,9,0,0,0,0,0
354,Florida,Hamilton,0.5414,0.4344,0.0093,0.0149,2147,1723,37,23,12,7,0,1,8,4,0,4,0,0,0,0,0
355,Florida,Hardee,0.6038,0.3756,0.012,0.0087,3765,2342,75,30,17,2,0,2,0,0,0,3,0,0,0,0,0
356,Florida,Hendry,0.5832,0.3981,0.0128,0.0059,4747,3240,104,22,11,7,0,1,2,3,0,2,0,0,0,0,0
357,Florida,Hernando,0.47,0.5005,0.023,0.0066,30658,32648,1501,243,116,10,0,26,4,8,0,22,0,0,0,0,0
358,Florida,Highlands,0.5748,0.4031,0.0155,0.0066,20207,14169,545,127,64,7,0,16,3,6,0,8,0,0,0,0,0
359,Florida,Hillsborough,0.5017,0.4706,0.0208,0.0069,180794,169576,7496,847,1138,68,0,217,29,35,0,154,0,0,0,0,0
360,Florida,Holmes,0.6777,0.2943,0.0127,0.0153,5012,2177,94,76,18,6,0,7,3,1,0,2,0,0,0,0,0
361,Florida,Indian River,0.5771,0.3984,0.0191,0.0054,28639,19769,950,105,122,13,0,13,2,4,0,10,0,0,0,0,0
362,Florida,Jackson,0.5606,0.4214,0.0085,0.0096,9139,6870,138,102,40,4,0,2,1,0,0,7,0,0,0,0,0
363,Florida,Jefferson,0.4391,0.5389,0.0135,0.0085,2478,3041,76,29,14,0,1,1,1,2,0,0,0,0,0,0,0
364,Florida,Lafayette,0.6667,0.315,0.0104,0.008,1670,789,26,10,6,1,0,0,1,2,0,0,0,0,0,0,0
365,Florida,Lake,0.5644,0.4127,0.0165,0.0064,50010,36571,1460,289,204,21,0,36,1,4,0,15,0,0,0,0,0
366,Florida,Lee,0.5757,0.399,0.0195,0.0059,106151,73571,3588,305,539,34,0,81,5,30,0,96,0,0,0,0,0
367,Florida,Leon,0.3788,0.5957,0.0187,0.0068,39073,61444,1934,282,330,16,0,28,7,9,0,31,0,0,0,0,0
368,Florida,Levy,0.5391,0.424,0.0224,0.0145,6863,5398,285,67,92,10,0,1,1,1,0,12,0,0,0,0,0
369,Florida,Liberty,0.5465,0.422,0.0079,0.0237,1317,1017,19,39,12,1,0,3,0,0,0,2,0,0,0,0,0
370,Florida,Madison,0.4929,0.4892,0.0088,0.0091,3038,3015,54,29,18,1,0,2,1,0,0,5,0,0,0,0,0
371,Florida,Manatee,0.5258,0.4461,0.0226,0.0054,58023,49226,2494,271,242,19,0,35,3,5,0,26,0,0,0,0,0
372,Florida,Marion,0.5355,0.4339,0.0176,0.013,55146,44674,1810,563,662,22,0,26,6,13,0,49,0,0,0,0,0
373,Florida,Martin,0.5478,0.4293,0.018,0.0049,33972,26621,1118,112,109,20,0,29,7,14,0,14,0,0,0,0,0
374,Florida,Monroe,0.4739,0.4864,0.0322,0.0075,16063,16487,1090,47,162,3,9,26,0,1,0,7,0,0,0,0,0
375,Florida,Nassau,0.6898,0.2924,0.0106,0.0072,16408,6955,253,90,63,3,0,8,4,0,0,3,0,0,0,0,0
376,Florida,Okaloosa,0.7369,0.2399,0.014,0.0093,52186,16989,988,268,313,34,0,15,2,4,0,20,0,0,0,0,0
377,Florida,Okeechobee,0.5132,0.4657,0.0133,0.0078,5057,4589,131,43,21,3,0,4,1,1,0,4,0,0,0,0,0
378,Florida,Orange,0.4802,0.5006,0.0138,0.0054,134531,140236,3879,446,891,41,0,65,7,13,0,46,0,0,0,0,0
379,Florida,Osceola,0.4711,0.5061,0.0132,0.0096,26237,28187,733,145,309,10,1,20,5,10,0,33,0,0,0,0,0
380,Florida,Palm Beach,0.3531,0.6227,0.0128,0.0114,152964,269754,5566,3411,743,190,0,143,302,45,0,104,0,0,0,0,0
381,Florida,Pasco,0.4805,0.4873,0.0238,0.0083,68607,69576,3394,570,413,16,0,83,14,19,0,77,0,0,0,0,0
382,Florida,Pinellas,0.4638,0.5035,0.0252,0.0075,184849,200657,10023,1013,1232,72,0,442,27,41,0,170,0,0,0,0,0
383,Florida,Polk,0.5356,0.446,0.0122,0.0062,90310,75207,2059,533,366,46,0,59,5,8,0,36,0,0,0,0,0
384,Florida,Putnam,0.5129,0.4614,0.0144,0.0113,13457,12107,379,148,114,10,0,7,3,2,0,12,0,0,0,0,0
385,Florida,St. Johns,0.651,0.321,0.02,0.0079,39564,19509,1217,229,210,12,0,11,2,4,0,13,0,0,0,0,0
386,Florida,St. Lucie,0.445,0.5329,0.0175,0.0046,34705,41560,1368,124,165,13,0,12,10,4,0,29,0,0,0,0,0
387,Florida,Santa Rosa,0.721,0.2543,0.0144,0.0103,36339,12818,726,311,131,43,0,13,1,1,0,19,0,0,0,0,0
388,Florida,Sarasota,0.5163,0.4527,0.0253,0.0057,83117,72869,4071,305,431,15,0,94,5,11,0,59,0,0,0,0,0
389,Florida,Seminole,0.55,0.4298,0.0141,0.0061,75790,59227,1949,195,550,18,0,38,6,6,0,26,0,0,0,0,0
390,Florida,Sumter,0.5448,0.4329,0.0137,0.0086,12127,9637,306,114,53,3,0,2,0,2,0,17,0,0,0,0,0
391,Florida,Suwannee,0.6427,0.3271,0.0144,0.0157,8009,4076,180,108,52,9,16,4,0,2,0,5,0,0,0,0,0
392,Florida,Taylor,0.5959,0.389,0.0087,0.0065,4058,2649,59,27,4,8,0,3,1,0,0,1,0,0,0,0,0
393,Florida,Union,0.6095,0.3677,0.0086,0.0141,2332,1407,33,37,15,1,0,0,0,1,0,0,0,0,0,0,0
394,Florida,Volusia,0.4484,0.5298,0.0158,0.0059,82368,97313,2910,498,444,20,1,36,5,8,0,71,0,0,0,0,0
395,Florida,Wakulla,0.5254,0.447,0.0174,0.0102,4512,3838,149,46,30,0,0,3,1,2,0,6,0,0,0,0,0
396,Florida,Walton,0.6651,0.308,0.0145,0.0125,12186,5643,265,120,68,7,0,11,2,3,0,18,0,0,0,0,0
397,Florida,Washington,0.6224,0.3486,0.0116,0.0174,4995,2798,93,88,32,9,4,2,0,0,0,5,0,0,0,0,0
398,Georgia,Appling,0.646,0.3432,0.0003,0.0105,3940,2093,2,47,17,0,0,0,0,0,0,0,0,0,0,0,0
399,Georgia,Atkinson,0.593,0.3964,0.0005,0.0101,1228,821,1,19,2,0,0,0,0,0,0,0,0,0,0,0,0
400,Georgia,Bacon,0.6711,0.3192,0.0007,0.009,2010,956,2,13,14,0,0,0,0,0,0,0,0,0,0,0,0
401,Georgia,Baker,0.4049,0.5879,0,0.0072,615,893,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0
402,Georgia,Baldwin,0.4982,0.486,0.0018,0.014,6041,5893,22,83,87,0,0,0,0,0,0,0,0,0,0,0,0
403,Georgia,Banks,0.7064,0.2691,0.0031,0.0214,3202,1220,14,34,63,0,0,0,0,0,0,0,0,0,0,0,0
404,Georgia,Barrow,0.6549,0.3022,0.005,0.0379,7925,3657,61,77,381,1,0,0,0,0,0,0,0,0,0,0,0
405,Georgia,Bartow,0.6462,0.3296,0.0024,0.0219,14720,7508,55,146,351,0,0,0,0,1,0,0,0,0,0,0,0
406,Georgia,Ben Hill,0.5108,0.4793,0,0.0099,2381,2234,0,38,8,0,0,0,0,0,0,0,0,0,0,0,0
407,Georgia,Berrien,0.6163,0.3719,0,0.0118,2718,1640,0,38,14,0,0,0,0,0,0,0,0,0,0,0,0
408,Georgia,Bibb,0.4836,0.5022,0.005,0.0093,24071,24996,248,145,314,0,2,0,0,0,0,0,0,0,0,0,0
409,Georgia,Bleckley,0.6498,0.3396,0.0003,0.0104,2436,1273,1,23,16,0,0,0,0,0,0,0,0,0,0,0,0
410,Georgia,Brantley,0.6829,0.3005,0.0011,0.0155,3118,1372,5,45,26,0,0,0,0,0,0,0,0,0,0,0,0
