CID,STATE,COUNTY,PBUSH,PGORE,PNADER,POTHER,BUSH,GORE,NADER,BUCHANAN,BROWNE,PHILLIPS,WRITEINS,HAGELIN,MCREYNOLDS,HARRIS,DODGE,NOTA,MOOREHEAD,BROWN,VENSON,YOUNGKEIT,LANE
2683,Texas,Live Oak,0.7063,0.2782,0.0087,0.0067,2828,1114,35,12,15,0,0,0,0,0,0,0,0,0,0,0,0
2684,Texas,Llano,0.7297,0.2484,0.0165,0.0054,6295,2143,142,18,24,5,0,0,0,0,0,0,0,0,0,0,0
2685,Texas,Loving,0.7949,0.1859,0.0064,0.0128,124,29,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2686,Texas,Lubbock,0.7375,0.243,0.0137,0.0058,56054,18469,1042,173,263,6,0,0,1,0,0,0,0,0,0,0,0
2687,Texas,Lynn,0.7231,0.2697,0.0034,0.0038,1507,562,7,4,3,1,0,0,0,0,0,0,0,0,0,0,0
2688,Texas,McCulloch,0.7137,0.2719,0.0099,0.0045,2084,794,29,5,8,0,0,0,0,0,0,0,0,0,0,0,0
2689,Texas,McLennan,0.639,0.3411,0.015,0.0049,43955,23462,1032,165,166,9,0,0,0,0,0,0,0,0,0,0,0
2690,Texas,McMullen,0.8155,0.1754,0.0091,0,358,77,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2691,Texas,Madison,0.6439,0.3425,0.0075,0.0061,2333,1241,27,8,10,4,0,0,0,0,0,0,0,0,0,0,0
2692,Texas,Marion,0.5188,0.4712,0.0079,0.002,2039,1852,31,7,1,0,0,0,0,0,0,0,0,0,0,0,0
2693,Texas,Martin,0.7799,0.2129,0.0031,0.0041,1520,415,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0
2694,Texas,Mason,0.7507,0.2315,0.01,0.0078,1352,417,18,8,6,0,0,0,0,0,0,0,0,0,0,0,0
2695,Texas,Matagorda,0.6087,0.3769,0.0113,0.0031,7584,4696,141,20,18,0,0,0,0,0,0,0,0,0,0,0,0
2696,Texas,Maverick,0.3406,0.6496,0.0057,0.0041,3143,5995,53,15,23,0,0,0,0,0,0,0,0,0,0,0,0
2697,Texas,Medina,0.6673,0.3127,0.0133,0.0068,8590,4025,171,32,55,0,0,0,0,0,0,0,0,0,0,0,0
2698,Texas,Menard,0.6485,0.3374,0.0091,0.0051,642,334,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2699,Texas,Midland,0.793,0.1896,0.012,0.0055,31514,7534,475,107,94,15,0,0,1,0,0,0,0,0,0,0,0
2700,Texas,Milam,0.5691,0.4147,0.0102,0.006,4706,3429,84,24,26,0,0,0,0,0,0,0,0,0,0,0,0
2701,Texas,Mills,0.7511,0.2368,0.0061,0.0061,1738,548,14,7,6,1,0,0,0,0,0,0,0,0,0,0,0
2702,Texas,Mitchell,0.6636,0.3252,0.0078,0.0035,1708,837,20,4,5,0,0,0,0,0,0,0,0,0,0,0,0
2703,Texas,Montague,0.6754,0.3078,0.009,0.0078,4951,2256,66,21,34,2,0,0,0,0,0,0,0,0,0,0,0
2704,Texas,Montgomery,0.7589,0.2192,0.0172,0.0047,80600,23286,1825,223,274,4,1,0,0,0,0,0,0,0,0,0,0
2705,Texas,Moore,0.7941,0.1966,0.0045,0.0047,4201,1040,24,16,9,0,0,0,0,0,0,0,0,0,0,0,0
2706,Texas,Morris,0.487,0.5021,0.0063,0.0045,2381,2455,31,15,7,0,0,0,0,0,0,0,0,0,0,0,0
2707,Texas,Motley,0.8006,0.1838,0.0078,0.0078,514,118,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2708,Texas,Nacogdoches,0.6639,0.3133,0.0195,0.0032,13145,6204,387,28,35,0,0,0,0,0,0,0,0,0,0,0,0
2709,Texas,Navarro,0.6017,0.3863,0.0076,0.0044,8358,5366,105,33,27,1,0,0,0,0,0,0,0,0,0,0,0
2710,Texas,Newton,0.4856,0.5016,0.0076,0.0052,2423,2503,38,14,12,0,0,0,0,0,0,0,0,0,0,0,0
2711,Texas,Nolan,0.6282,0.3528,0.0113,0.0077,3337,1874,60,17,24,0,0,0,0,0,0,0,0,0,0,0,0
2712,Texas,Nueces,0.5128,0.4659,0.0162,0.0051,49906,45349,1574,186,272,38,0,0,1,0,0,0,0,0,0,0,0
2713,Texas,Ochiltree,0.9072,0.0847,0.0064,0.0017,2687,251,19,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2714,Texas,Oldham,0.8514,0.1395,0.0078,0.0013,659,108,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2715,Texas,Orange,0.5842,0.4009,0.0098,0.0051,17325,11887,290,87,64,1,0,0,0,0,0,0,0,0,0,0,0
2716,Texas,Palo Pinto,0.624,0.3579,0.0094,0.0087,5690,3263,86,18,54,7,0,0,0,0,0,0,0,0,0,0,0
2717,Texas,Panola,0.6585,0.3318,0.0055,0.0042,5975,3011,50,23,15,0,0,0,0,0,0,0,0,0,0,0,0
2718,Texas,Parker,0.7118,0.2672,0.0146,0.0064,23651,8878,485,63,134,8,3,0,3,0,0,0,0,0,0,0,0
2719,Texas,Parmer,0.8287,0.1629,0.0055,0.0029,2274,447,15,3,5,0,0,0,0,0,0,0,0,0,0,0,0
2720,Texas,Pecos,0.6275,0.3577,0.0102,0.0046,2700,1539,44,8,12,0,0,0,0,0,0,0,0,0,0,0,0
2721,Texas,Polk,0.6184,0.3621,0.0136,0.0059,11746,6877,259,47,53,12,0,0,0,0,0,0,0,0,0,0,0
2722,Texas,Potter,0.6947,0.2854,0.0143,0.0056,17629,7242,362,73,60,10,0,0,0,0,0,0,0,0,0,0,0
2723,Texas,Presidio,0.3517,0.6056,0.037,0.0057,618,1064,65,3,7,0,0,0,0,0,0,0,0,0,0,0,0
2724,Texas,Rains,0.6148,0.3675,0.0102,0.0075,2049,1225,34,13,11,1,0,0,0,0,0,0,0,0,0,0,0
2725,Texas,Randall,0.8117,0.1725,0.0107,0.0051,33921,7209,448,105,92,13,2,0,0,0,0,0,0,0,0,0,0
2726,Texas,Reagan,0.7641,0.2247,0.0048,0.0064,959,282,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0
2727,Texas,Real,0.7691,0.2121,0.0107,0.0081,1146,316,16,4,8,0,0,0,0,0,0,0,0,0,0,0,0
2728,Texas,Red River,0.5654,0.4266,0.0037,0.0044,2941,2219,19,10,12,1,0,0,0,0,0,0,0,0,0,0,0
2729,Texas,Reeves,0.4008,0.5894,0.0069,0.0028,1273,1872,22,3,6,0,0,0,0,0,0,0,0,0,0,0,0
2730,Texas,Refugio,0.5892,0.4012,0.0075,0.0021,1721,1172,22,2,4,0,0,0,0,0,0,0,0,0,0,0,0
2731,Texas,Roberts,0.8597,0.1311,0.0055,0.0036,472,72,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2732,Texas,Robertson,0.4721,0.5155,0.0064,0.006,3007,3283,41,24,13,1,0,0,0,0,0,0,0,0,0,0,0
2733,Texas,Rockwall,0.7742,0.2063,0.0131,0.0064,13666,3642,231,25,84,4,0,0,0,0,0,0,0,0,0,0,0
2734,Texas,Runnels,0.7464,0.2395,0.0077,0.0064,3020,969,31,16,10,0,0,0,0,0,0,0,0,0,0,0,0
2735,Texas,Rusk,0.6981,0.291,0.0067,0.0041,11611,4841,112,34,35,0,0,0,0,0,0,0,0,0,0,0,0
2736,Texas,Sabine,0.602,0.3818,0.0087,0.0074,2764,1753,40,16,18,0,0,0,0,0,0,0,0,0,0,0,0
2737,Texas,San Augustine,0.5561,0.43,0.0089,0.005,2116,1636,34,10,8,0,0,0,1,0,0,0,0,0,0,0,0
2738,Texas,San Jacinto,0.5993,0.3819,0.0134,0.0054,4623,2946,103,21,17,4,0,0,0,0,0,0,0,0,0,0,0
2739,Texas,San Patricio,0.5668,0.4193,0.0096,0.0043,10599,7840,179,31,45,3,1,0,1,0,0,0,0,0,0,0,0
2740,Texas,San Saba,0.7248,0.2649,0.0051,0.0051,1691,618,12,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2741,Texas,Schleicher,0.7042,0.2882,0.0034,0.0043,826,338,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2742,Texas,Scurry,0.7623,0.224,0.0084,0.0053,4060,1193,45,14,14,0,0,0,0,0,0,0,0,0,0,0,0
2743,Texas,Shackelford,0.7914,0.196,0.0067,0.0059,1066,264,9,7,1,0,0,0,0,0,0,0,0,0,0,0,0
2744,Texas,Shelby,0.6321,0.3584,0.0061,0.0034,5692,3227,55,22,9,0,0,0,0,0,0,0,0,0,0,0,0
2745,Texas,Sherman,0.8581,0.1238,0.0095,0.0086,998,144,11,6,4,0,0,0,0,0,0,0,0,0,0,0,0
2746,Texas,Smith,0.7146,0.2717,0.009,0.0047,43320,16470,548,90,191,5,0,0,0,0,0,0,0,0,0,0,0
2747,Texas,Somervell,0.7265,0.2577,0.0127,0.0031,2120,752,37,3,6,0,0,0,0,0,0,0,0,0,0,0,0
2748,Texas,Starr,0.2258,0.7685,0.0022,0.0034,1911,6505,19,6,20,3,0,0,0,0,0,0,0,0,0,0,0
2749,Texas,Stephens,0.7369,0.2464,0.0097,0.007,2425,811,32,10,13,0,0,0,0,0,0,0,0,0,0,0,0
2750,Texas,Sterling,0.7891,0.2003,0.0046,0.0061,520,132,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0
2751,Texas,Stonewall,0.6208,0.368,0.0088,0.0025,496,294,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2752,Texas,Sutton,0.6903,0.3039,0.0039,0.0019,1063,468,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2753,Texas,Swisher,0.6445,0.3423,0.008,0.0052,1612,856,20,11,2,0,0,0,0,0,0,0,0,0,0,0,0
2754,Texas,Tarrant,0.6074,0.3678,0.0186,0.0061,286921,173758,8808,877,1959,54,6,0,6,0,0,0,0,0,0,0,0
2755,Texas,Taylor,0.7369,0.2442,0.0137,0.0053,31701,10504,589,90,133,3,0,0,0,0,0,0,0,0,0,0,0
2756,Texas,Terrell,0.5094,0.4591,0.0147,0.0168,243,219,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2757,Texas,Terry,0.7178,0.2733,0.0044,0.0044,2910,1108,18,7,11,0,0,0,0,0,0,0,0,0,0,0,0
2758,Texas,Throckmorton,0.7221,0.2708,0.0048,0.0024,608,228,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2759,Texas,Titus,0.6164,0.3712,0.008,0.0043,4995,3008,65,14,19,1,1,0,0,0,0,0,0,0,0,0,0
2760,Texas,Tom Green,0.7143,0.2682,0.0131,0.0044,24733,9288,454,66,85,0,0,0,0,0,0,0,0,0,0,0,0
2761,Texas,Travis,0.4688,0.4167,0.1037,0.0108,141235,125526,31243,539,2680,31,8,0,1,0,0,0,0,0,0,0,0
2762,Texas,Trinity,0.5839,0.4044,0.0076,0.0042,3093,2142,40,17,5,0,0,0,0,0,0,0,0,0,0,0,0
2763,Texas,Tyler,0.5953,0.39,0.0091,0.0056,4236,2775,65,21,19,0,0,0,0,0,0,0,0,0,0,0,0
2764,Texas,Upshur,0.6596,0.3264,0.0091,0.005,8448,4180,116,37,27,0,0,0,0,0,0,0,0,0,0,0,0
2765,Texas,Upton,0.7714,0.209,0.0086,0.011,982,266,11,11,3,0,0,0,0,0,0,0,0,0,0,0,0
2766,Texas,Uvalde,0.5766,0.4081,0.0043,0.011,4855,3436,36,16,77,0,0,0,0,0,0,0,0,0,0,0,0
2767,Texas,Val Verde,0.5424,0.4406,0.0112,0.0058,6223,5056,129,35,31,0,0,0,0,0,0,0,0,0,0,0,0
2768,Texas,Van Zandt,0.6921,0.2932,0.0079,0.0068,12383,5245,141,62,60,0,0,0,0,0,0,0,0,0,0,0,0
2769,Texas,Victoria,0.6855,0.2983,0.0078,0.0084,18787,8176,215,48,180,2,0,0,0,0,0,0,0,0,0,0,0
2770,Texas,Walker,0.6314,0.3439,0.0191,0.0056,9076,4943,274,38,31,12,0,0,0,0,0,0,0,0,0,0,0
2771,Texas,Waller,0.5237,0.4647,0.0087,0.0029,5686,5046,95,18,12,1,0,0,0,0,0,0,0,0,0,0,0
2772,Texas,Ward,0.6541,0.3242,0.015,0.0067,2534,1256,58,17,9,0,0,0,0,0,0,0,0,0,0,0,0
2773,Texas,Washington,0.7321,0.2537,0.0113,0.003,8645,2996,133,14,17,4,0,0,0,0,0,0,0,0,0,0,0
2774,Texas,Webb,0.4142,0.5739,0.0081,0.0038,13076,18120,256,52,67,0,0,0,0,0,0,0,0,0,0,0,0
2775,Texas,Wharton,0.6297,0.3603,0.0077,0.0022,8455,4838,103,23,7,0,0,0,0,0,0,0,0,0,0,0,0
2776,Texas,Wheeler,0.748,0.2424,0.0063,0.0033,1787,579,15,3,5,0,0,0,0,0,0,0,0,0,0,0,0
2777,Texas,Wichita,0.6509,0.3303,0.0121,0.0067,27802,14108,518,89,194,2,0,0,0,0,0,0,0,0,0,0,0
2778,Texas,Wilbarger,0.6856,0.2963,0.0094,0.0087,3138,1356,43,18,21,1,0,0,0,0,0,0,0,0,0,0,0
2779,Texas,Willacy,0.3534,0.6357,0.0047,0.0061,1789,3218,24,5,23,3,0,0,0,0,0,0,0,0,0,0,0
2780,Texas,Williamson,0.678,0.2772,0.0363,0.0085,65041,26591,3486,171,633,12,0,0,1,0,0,0,0,0,0,0,0
2781,Texas,Wilson,0.6419,0.3417,0.0111,0.0053,7509,3997,130,20,42,0,0,0,0,0,0,0,0,0,0,0,0
2782,Texas,Winkler,0.7186,0.2721,0.0024,0.0069,1468,556,5,5,9,0,0,0,0,0,0,0,0,0,0,0,0
2783,Texas,Wise,0.6863,0.2951,0.0113,0.0073,11234,4830,185,34,84,1,0,0,0,0,0,0,0,0,0,0,0
2784,Texas,Wood,0.7066,0.2804,0.0092,0.0038,9810,3893,128,18,35,0,0,0,0,0,0,0,0,0,0,0,0
2785,Texas,Yoakum,0.7753,0.2154,0.0041,0.0053,1911,531,10,5,8,0,0,0,0,0,0,0,0,0,0,0,0
2786,Texas,Young,0.7222,0.265,0.0066,0.0062,5022,1843,46,14,29,0,0,0,0,0,0,0,0,0,0,0,0
2787,Texas,Zapata,0.3643,0.6261,0.0042,0.0054,953,1638,11,8,6,0,0,0,0,0,0,0,0,0,0,0,0
2788,Texas,Zavala,0.2215,0.7715,0.0041,0.0029,751,2616,14,1,9,0,0,0,0,0,0,0,0,0,0,0,0
2789,Utah,Beaver,0.734,0.2402,0.0169,0.0089,1653,541,38,11,2,3,0,3,0,0,0,0,0,0,0,1,0
2790,Utah,Box Elder,0.7936,0.165,0.0211,0.0203,12288,2555,326,190,66,44,0,9,0,0,0,0,0,0,0,5,0
2791,Utah,Cache,0.7821,0.156,0.0456,0.0163,25920,5170,1511,290,121,92,0,24,0,11,0,0,0,0,0,3,0
2792,Utah,Carbon,0.5089,0.4466,0.0288,0.0156,3758,3298,213,61,19,27,0,5,0,0,0,0,0,0,0,3,0
2793,Utah,Daggett,0.7287,0.2391,0.0207,0.0115,317,104,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2794,Utah,Davis,0.7327,0.2145,0.0329,0.0199,64375,18845,2891,1000,353,295,0,66,0,17,0,0,0,0,0,13,0
2795,Utah,Duchesne,0.7967,0.1714,0.0167,0.0152,3622,779,76,42,12,12,0,2,0,1,0,0,0,0,0,0,0
2796,Utah,Emery,0.7374,0.2178,0.0184,0.0264,3243,958,81,84,12,13,0,6,0,0,0,0,0,0,0,1,0
2797,Utah,Garfield,0.8735,0.0904,0.0218,0.0142,1719,178,43,12,5,8,0,3,0,0,0,0,0,0,0,0,0
2798,Utah,Grand,0.5042,0.3204,0.1494,0.026,1822,1158,540,39,30,12,0,11,0,1,0,0,0,0,0,1,0
2799,Utah,Iron,0.8024,0.1421,0.0271,0.0284,10106,1789,341,206,58,82,0,9,0,2,0,0,0,0,0,1,0
2800,Utah,Juab,0.7264,0.2223,0.0215,0.0298,2023,619,60,56,5,21,0,1,0,0,0,0,0,0,0,0,0
2801,Utah,Kane,0.8044,0.1381,0.0364,0.0211,2254,387,102,28,14,9,0,8,0,0,0,0,0,0,0,0,0
2802,Utah,Millard,0.8063,0.1458,0.0153,0.0327,3850,696,73,101,14,37,0,4,0,0,0,0,0,0,0,0,0
2803,Utah,Morgan,0.777,0.1744,0.0252,0.0233,2464,553,80,49,7,12,0,5,0,1,0,0,0,0,0,0,0
2804,Utah,Piute,0.8015,0.1703,0.0128,0.0154,626,133,10,9,1,2,0,0,0,0,0,0,0,0,0,0,0
2805,Utah,Rich,0.8151,0.1683,0.0111,0.0055,736,152,10,4,0,0,0,0,0,1,0,0,0,0,0,0,0
2806,Utah,Salt Lake,0.5584,0.3501,0.0692,0.0223,171585,107576,21252,3676,1699,896,0,388,0,101,0,0,0,0,0,85,0
2807,Utah,San Juan,0.5736,0.3874,0.0226,0.0164,2721,1838,107,42,12,20,0,2,0,2,0,0,0,0,0,0,0
2808,Utah,Sanpete,0.7781,0.163,0.0206,0.0384,5781,1211,153,142,20,115,0,6,0,0,0,0,0,0,0,2,0
2809,Utah,Sevier,0.8143,0.1478,0.0177,0.0202,5763,1046,125,76,17,43,0,4,0,1,0,0,0,0,0,2,0
2810,Utah,Summit,0.5089,0.3796,0.0954,0.0162,6168,4601,1156,93,61,14,0,25,0,3,0,0,0,0,0,0,0
2811,Utah,Tooele,0.6256,0.3206,0.031,0.0228,7807,4001,387,176,53,42,0,10,0,2,0,0,0,0,0,2,0
2812,Utah,Uintah,0.8018,0.1652,0.0157,0.0173,6733,1387,132,87,25,28,1,3,0,0,0,0,0,0,0,1,0
2813,Utah,Utah,0.817,0.1367,0.0227,0.0235,98255,16445,2732,1656,521,540,0,63,0,22,0,0,0,0,0,22,0
2814,Utah,Wasatch,0.673,0.2601,0.0456,0.0213,3819,1476,259,66,28,17,0,8,0,2,0,0,0,0,0,0,0
2815,Utah,Washington,0.785,0.1684,0.022,0.0247,25481,5465,714,400,214,148,0,33,0,1,0,0,0,0,0,5,0
2816,Utah,Wayne,0.778,0.1649,0.0473,0.0098,953,202,58,7,4,0,0,0,0,0,0,0,0,0,0,1,0
2817,Utah,Weber,0.6256,0.317,0.0378,0.0196,39254,19890,2371,712,242,177,0,65,0,18,0,0,0,0,0,13,0
2818,Vermont,Addison,0.399,0.5128,0.0693,0.019,6953,8936,1207,156,47,12,27,13,10,8,0,0,0,0,0,0,58
2819,Vermont,Bennington,0.4121,0.5103,0.0629,0.0147,7284,9021,1112,65,77,0,24,9,10,3,0,0,0,0,0,0,72
2820,Vermont,Caledonia,0.4945,0.4295,0.0565,0.0194,6746,5859,771,122,46,9,25,6,2,3,0,0,0,0,0,0,52
2821,Vermont,Chittenden,0.3625,0.5437,0.0801,0.0137,26105,39156,5769,438,178,19,133,40,14,13,0,0,0,0,0,0,152
2822,Vermont,Essex,0.5408,0.3904,0.046,0.0228,1564,1129,133,27,11,5,8,2,1,0,0,0,0,0,0,0,12
2823,Vermont,Franklin,0.4374,0.4957,0.0429,0.0241,8395,9514,823,250,40,9,25,25,14,7,0,0,0,0,0,0,92
2824,Vermont,Grand Isle,0.4261,0.5044,0.0478,0.0217,1550,1835,174,40,9,2,5,2,1,1,0,0,0,0,0,0,19
2825,Vermont,Lamoille,0.3962,0.5047,0.0781,0.021,4456,5676,878,109,34,6,23,7,4,2,0,0,0,0,0,0,51
2826,Vermont,Orange,0.4667,0.4555,0.0604,0.0174,6858,6694,888,99,43,8,22,12,9,2,0,0,0,0,0,0,60
2827,Vermont,Orleans,0.478,0.451,0.0465,0.0245,5799,5472,564,149,37,14,29,7,2,1,0,0,0,0,0,0,58
2828,Vermont,Rutland,0.4613,0.4765,0.0461,0.016,13546,13990,1355,182,65,15,48,25,7,9,0,0,0,0,0,0,120
2829,Vermont,Washington,0.3848,0.5137,0.0818,0.0197,11448,15281,2433,244,68,18,36,26,36,8,0,0,0,0,0,0,151
2830,Vermont,Windham,0.3424,0.5267,0.1152,0.0158,7358,11319,2475,103,46,14,38,31,42,10,0,0,0,0,0,0,55
2831,Vermont,Windsor,0.4019,0.5194,0.0615,0.0172,11713,15140,1792,208,83,22,71,14,9,3,0,0,0,0,0,0,92
